feed_id,feed_name,source_set,sidp_g_kgdm,ca_g_kgdm,p_g_kgdm,na_g_kgdm,price_eur_kgdm,group,min_kgdm,max_kgdm,notes,source_sidp,source_minerals,source_group,source_price,source_limits
schokomehl,Schokomehl,DLG_2025,98,0.9,2.3,4.7,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sojabohne,Sojabohne,DLG_2025,144,2.8,6.6,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sojabohnenschalen,Sojabohnenschalen,DLG_2025,90,5.5,1.6,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sojabohnenpresskuchen,Sojabohnenpresskuchen,DLG_2025,211,3,6.8,0.1,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sojaextraktionsschrot_unbehandelt,Sojaextraktionsschrot unbehandelt,DLG_2025,219,3.1,7,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sojaextraktionsschrot_aus_geschaelter_saat,Sojaextraktionsschrot aus geschälter Saat,DLG_2025,227,3.5,7.3,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sojaextraktionsschrot_gezielt_behandelt_pansenstabil,"Sojaextraktionsschrot, gezielt behandelt/pansenstabil",DLG_2025,320,3,6.4,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sonnenblumenextraktionsschrot_geschaelte_saat,"Sonnenblumenextraktionsschrot, geschälte Saat",DLG_2025,124,3.7,10.6,0.3,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sonnenblumenextraktionsschrot_teilgeschaelte_saat,"Sonnenblumenextraktionsschrot, teilgeschälte Saat",DLG_2025,108,4.4,11,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sonnenblumenextraktionsschrot_schalenreich,"Sonnenblumenextraktionsschrot, schalenreich",DLG_2025,89,2.8,8.5,0.1,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
sonnenblumenpresskuchen,Sonnenblumenpresskuchen,DLG_2025,134,3.4,10.3,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
suesslupinen_blau,"Süßlupinen, blau",DLG_2025,120,2.1,3.2,0.4,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
suesslupinen_weiss,"Süßlupinen, weiß",DLG_2025,122,2.1,4.5,0.4,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
triticale,Triticale,DLG_2025,98,0.4,3.5,0.2,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
weizen,Weizen,DLG_2025,101,0.5,3.2,0.1,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
weizenkleberfutter,Weizenkleberfutter,DLG_2025,90,1.1,9,0.3,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
weizenkleie,Weizenkleie,DLG_2025,,,,,,Konzentratfutter - Trockenkonzentrat,,,"DLG 2025 führt zwei Varianten: stärkereich (sidP 86; Ca 1,8; P 13,0; Na 0,5) und faserreich (sidP 86; Ca 1,4; P 13,0; Na 0,1). Werte nicht automatisch zusammengeführt.",https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
weizengriesskleie,Weizengrießkleie,DLG_2025,89,1.1,12,0.1,,Konzentratfutter - Trockenkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
zitrustrester,Zitrustrester,DLG_2025,105,20,1,,,Konzentratfutter - Trockenkonzentrat,,,Na in DLG 2025 als n.a. ausgewiesen,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
feuchtmais_ccm,Feuchtmais (CCM),DLG_2025,114,0.3,3.2,0.1,,Konzentratfutter - Feuchtkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
maiskleberfutter_siliert,"Maiskleberfutter, siliert",DLG_2025,93,2.6,8.7,0.2,,Konzentratfutter - Feuchtkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
maiskolben_mit_lieschen_lks,Maiskolben mit Lieschen (LKS),DLG_2025,96,0.6,2.5,0.2,,Konzentratfutter - Feuchtkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
melasse_zuckerrohr,"Melasse, Zuckerrohr",DLG_2025,85,9.6,1,1.8,,Konzentratfutter - Feuchtkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
melasse_zuckerruebe,"Melasse, Zuckerrübe",DLG_2025,101,2.1,0.3,6.8,,Konzentratfutter - Feuchtkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
zuckerruebenvinasse,Zuckerrübenvinasse,DLG_2025,132,1.5,3.8,8.5,,Konzentratfutter - Feuchtkonzentrat,,,,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
maissilage,Maissilage,LFL_2025_median,82,1.7,2.2,0,,Grundfutter - Grobfutter,,,MW Bayern 2025 / Median LKV-Futterlabor Bayern; FAN1,https://www.lfl.bayern.de/mam/cms07/ite/dateien/maissilage_2025.pdf,https://www.lfl.bayern.de/mam/cms07/ite/dateien/maissilage_2025.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
grassilage_1_schnitt,Grassilage 1. Schnitt,LFL_2025_median,92,4.9,3.8,0.6,,Grundfutter - Grobfutter,,,Ø 2025 / Median LKV-Futterlabor Bayern; FAN1,https://www.lfl.bayern.de/mam/cms07/ite/dateien/grassilage_1._schnitt_2025.pdf,https://www.lfl.bayern.de/mam/cms07/ite/dateien/grassilage_1._schnitt_2025.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
grascobs_heissluftheu_1_schnitt,Grascobs/Heißluftheu 1. Schnitt,LFL_2025_median,97.8,6.3,3.5,0.1,,Grundfutter - Grobfutter,,,2025 / Median LKV-Futterlabor Bayern; FAN1,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
grascobs_heissluftheu_folgeschnitte,Grascobs/Heißluftheu Folgeschnitte,LFL_2025_median,103.1,4.8,3.8,0.4,,Grundfutter - Grobfutter,,,2025 / Median LKV-Futterlabor Bayern; FAN1,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
wiesen_belueftungsheu_1_schnitt,Wiesen-/Belüftungsheu 1. Schnitt,LFL_2025_median,69,4.1,2.3,0.2,,Grundfutter - Grobfutter,,,2025 / Median LKV-Futterlabor Bayern; FAN1,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
wiesen_belueftungsheu_folgeschnitte,Wiesen-/Belüftungsheu Folgeschnitte,LFL_2025_median,87.6,3.9,3.8,0.6,,Grundfutter - Grobfutter,,,2025 / Median LKV-Futterlabor Bayern; FAN1,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.lfl.bayern.de/mam/cms07/ite/dateien/kleegras_heu_cobs_luzerne_2025.pdf,https://www.dlg.org/fileadmin/downloads/Landwirtschaft/Tierhaltung/Futtermittel/Fachinfos/Rinder/Futterwerttabellen_fuer_Wiederkaeuer/DLG_Futterwerttabellen.pdf,,
